Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd),Key
Bolivia (Plurinational State of),Primary forestry bioproducts,5920.99516837968,metric_ton,Forestry,0.14,2,2023-05-02,Primary_forestry_bioproducts_Forestry
Bolivia (Plurinational State of),Secondary wood products,179676.89024497787,lb,Forestry,0.09,1,2023-05-12,Secondary_wood_products_Forestry
Bolivia (Plurinational State of),Non-metallic minerals,224151.0,metric_ton,Minerals and mining,0.08,5,2023-05-26,Non_metallic_minerals_Minerals_and_mining
Bolivia (Plurinational State of),Primary pulp and paper products,485252.0,metric_ton,Forestry,0.1,4,2023-05-16,Primary_pulp_and_paper_products_Forestry
Bolivia (Plurinational State of),Primary metallic minerals products,810293.61,metric_ton,Minerals and mining,0.01,0,2023-05-14,Primary_metallic_minerals_products_Minerals_and_mining
Bolivia (Plurinational State of),Secondary metal products,227296.0,ton,Minerals and mining,0.05,2,2023-05-15,Secondary_metal_products_Minerals_and_mining
Bolivia (Plurinational State of),Other refined petroleum and coal products,27380.988111723695,gallon,Energy,0.05,1,2023-05-12,Other_refined_petroleum_and_coal_products_Energy
Bolivia (Plurinational State of),Petrochemicals,12733.993272062999,gallon,Energy,0.13,8,2023-05-16,Petrochemicals_Energy
Bolivia (Plurinational State of),Extraction,1749150.15467,ton,Minerals and mining,0.01,0,2023-05-13,Extraction_Minerals_and_mining
Bolivia (Plurinational State of),Biofuels,39319.0,L,Energy,0.01,4,2023-05-03,Biofuels_Energy
Bolivia (Plurinational State of),Primary manufacturing,1306550.0,kWh,Minerals and mining,0.01,1,2023-05-08,Primary_manufacturing_Minerals_and_mining
Bolivia (Plurinational State of),Extraction,3048153.0,kWh,Energy,0.11,13,2023-05-17,Extraction_Energy
Bolivia (Plurinational State of),Bioenergy,3787.0,kWh,Energy,0.01,4,2023-05-09,Bioenergy_Energy
Bolivia (Plurinational State of),Natural gas,469577.303251212,cubic_feet,Energy,0.1,2,2023-05-03,Natural_gas_Energy
Bolivia (Plurinational State of),Services,519766.8,hr,Minerals and mining,0.01,0,2023-05-02,Services_Minerals_and_mining
"Bonaire, Sint Eustatius and Saba",Primary pulp and paper products,142598.0,metric_ton,Forestry,0.0800000000000001,1,2023-05-02,Primary_pulp_and_paper_products_Forestry
"Bonaire, Sint Eustatius and Saba",Extraction,106271.0,metric_ton,Forestry,0.06,9,2023-05-25,Extraction_Forestry
"Bonaire, Sint Eustatius and Saba",Secondary metal products,12034.710000000001,ton,Minerals and mining,0.1,4,2023-05-24,Secondary_metal_products_Minerals_and_mining
"Bonaire, Sint Eustatius and Saba",Primary manufacturing,4335011.0,kWh,Energy,0.12,0,2023-05-26,Primary_manufacturing_Energy
"Bonaire, Sint Eustatius and Saba",Primary manufacturing,1392106.4722162345,kWh,Forestry,0.08,0,2023-05-13,Primary_manufacturing_Forestry
"Bonaire, Sint Eustatius and Saba",Services,109883.76000000001,hr,Minerals and mining,0.12,13,2023-05-25,Services_Minerals_and_mining
"Bonaire, Sint Eustatius and Saba",Extraction,106480.0,kWh,Energy,0.07,1,2023-05-10,Extraction_Energy
"Bonaire, Sint Eustatius and Saba",Petrochemicals,211761.09979896495,gallon,Energy,0.08,8,2023-05-29,Petrochemicals_Energy
"Bonaire, Sint Eustatius and Saba",Services and custom work,69804.0,hr,Minerals and mining,0.01,2,2023-05-18,Services_and_custom_work_Minerals_and_mining
"Bonaire, Sint Eustatius and Saba",Primary metallic minerals products,789646.0,metric_ton,Minerals and mining,0.05,1,2023-05-04,Primary_metallic_minerals_products_Minerals_and_mining
"Bonaire, Sint Eustatius and Saba",Primary manufacturing,1271764.0,kWh,Minerals and mining,0.07,0,2023-05-05,Primary_manufacturing_Minerals_and_mining
"Bonaire, Sint Eustatius and Saba",Electricity,1430770.0,kWh,Energy,0.06,7,2023-05-25,Electricity_Energy
"Bonaire, Sint Eustatius and Saba",Bioenergy,4646.0,kWh,Energy,0.02,3,2023-05-21,Bioenergy_Energy
"Bonaire, Sint Eustatius and Saba",Services,126501.12,hr,Forestry,0.08,9,2023-05-19,Services_Forestry
Bosnia and Herzegovina,Primary metallic minerals products,741696.0,metric_ton,Minerals and mining,0.13,4,2023-05-07,Primary_metallic_minerals_products_Minerals_and_mining
Bosnia and Herzegovina,Tertiary metal products,785109.692224,ton,Minerals and mining,0.22,6,2023-05-23,Tertiary_metal_products_Minerals_and_mining
Bosnia and Herzegovina,Extraction,2261270.0,kWh,Energy,0.18,1,2023-05-15,Extraction_Energy
Bosnia and Herzegovina,Primary manufacturing,1364524.4826728008,kWh,Forestry,0.2,2,2023-05-08,Primary_manufacturing_Forestry
Bosnia and Herzegovina,Primary sawmill and wood products,534797.0315492001,ft,Forestry,0.27,3,2023-05-21,Primary_sawmill_and_wood_products_Forestry
Botswana,Non-metallic minerals,7471.0,metric_ton,Minerals and mining,0.07,4,2023-05-05,Non_metallic_minerals_Minerals_and_mining
Botswana,Services,326578.56,hr,Forestry,0.48,11,2023-05-24,Services_Forestry
Botswana,Electricity,2282832.134516891,kWh,Energy,0.45,9,2023-05-21,Electricity_Energy
Bouvet Island,Bioenergy and biofuel (from forestry biomass),9771.004604521042,gallon,Forestry,0.05,3,2023-05-11,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Bouvet Island,Metallic minerals,1454306.8137078565,metric_ton,Minerals and mining,0.06,2,2023-05-04,Metallic_minerals_Minerals_and_mining
Bouvet Island,Extraction,95843.76,metric_ton,Forestry,0.08,4,2023-05-03,Extraction_Forestry
Bouvet Island,Primary forestry bioproducts,4661.99619577072,metric_ton,Forestry,0.04,4,2023-05-13,Primary_forestry_bioproducts_Forestry
Bouvet Island,Other bioproducts (from forestry biomass),1980.0,kg,Forestry,0.07,6,2023-05-29,Other_bioproducts_(from_forestry_biomass)_Forestry
Bouvet Island,Other refined petroleum and coal products,67739.03192520757,gallon,Energy,0.03,2,2023-05-04,Other_refined_petroleum_and_coal_products_Energy
Bouvet Island,Tertiary metal products,1106397.97298,ton,Minerals and mining,0.09,2,2023-05-02,Tertiary_metal_products_Minerals_and_mining
Bouvet Island,Services and custom work,101523600.0,hr,Forestry,0.02,4,2023-05-02,Services_and_custom_work_Forestry
Bouvet Island,Primary sawmill and wood products,724317.99,ft,Forestry,0.1,3,2023-05-07,Primary_sawmill_and_wood_products_Forestry
Bouvet Island,Non-metallic minerals,69572.38,metric_ton,Minerals and mining,0.09,0,2023-05-07,Non_metallic_minerals_Minerals_and_mining
Bouvet Island,Primary manufacturing,3089429.0,kWh,Energy,0.08,0,2023-05-17,Primary_manufacturing_Energy
Bouvet Island,Natural gas,447445.0,cubic_feet,Energy,0.12,4,2023-05-24,Natural_gas_Energy
Bouvet Island,Primary manufacturing,1438346.4546836468,kWh,Forestry,0.08,2,2023-05-15,Primary_manufacturing_Forestry
Bouvet Island,Extraction,4654505.0,kWh,Energy,0.06,3,2023-05-23,Extraction_Energy
Bouvet Island,Secondary wood products,103925.99516746328,lb,Forestry,0.03,4,2023-05-14,Secondary_wood_products_Forestry
Brazil,Other refined petroleum and coal products,24318.69837085018,gallon,Energy,0.22,0,2023-05-04,Other_refined_petroleum_and_coal_products_Energy
Brazil,Electricity,1393009.0,kWh,Energy,0.1,10,2023-05-19,Electricity_Energy
Brazil,Extraction,2600180.014201974,kWh,Energy,0.13,4,2023-05-24,Extraction_Energy
Brazil,Secondary wood products,181572.86724633593,lb,Forestry,0.06,9,2023-05-25,Secondary_wood_products_Forestry
Brazil,Services,26035.02,hr,Forestry,0.09,3,2023-05-04,Services_Forestry
Brazil,Extraction,90527.0,metric_ton,Forestry,0.4,4,2023-05-08,Extraction_Forestry
British Indian Ocean Territory (the),Crude oil,1900104.0,L,Energy,0.03,4,2023-05-08,Crude_oil_Energy
British Indian Ocean Territory (the),Primary sawmill and wood products,376400.01,ft,Forestry,0.09,13,2023-05-19,Primary_sawmill_and_wood_products_Forestry
British Indian Ocean Territory (the),Other bioproducts (from forestry biomass),1451.0,kg,Forestry,0.08,4,2023-05-07,Other_bioproducts_(from_forestry_biomass)_Forestry
British Indian Ocean Territory (the),Extraction,1466493.0,kWh,Energy,0.04,3,2023-05-17,Extraction_Energy
British Indian Ocean Territory (the),Biofuels,39927.95835864,L,Energy,0.11,2,2023-05-03,Biofuels_Energy
British Indian Ocean Territory (the),Primary manufacturing,2244092.1492049545,kWh,Energy,0.04,10,2023-05-16,Primary_manufacturing_Energy
British Indian Ocean Territory (the),Tertiary metal products,142680.085152,ton,Minerals and mining,0.07,4,2023-05-06,Tertiary_metal_products_Minerals_and_mining
British Indian Ocean Territory (the),Services and custom work,11388.960000000001,hr,Minerals and mining,0.04,2,2023-05-02,Services_and_custom_work_Minerals_and_mining
British Indian Ocean Territory (the),Extraction,2420845.0,ton,Minerals and mining,0.07,9,2023-05-17,Extraction_Minerals_and_mining
British Indian Ocean Territory (the),Electricity,2374488.0,kWh,Energy,0.0999999999999999,0,2023-05-11,Electricity_Energy
British Indian Ocean Territory (the),Extraction,80846.0,metric_ton,Forestry,0.03,0,2023-05-03,Extraction_Forestry
British Indian Ocean Territory (the),Secondary paper products,301129.4,metric_ton,Forestry,0.1,1,2023-05-03,Secondary_paper_products_Forestry
British Indian Ocean Territory (the),Secondary wood products,100883.61346760966,lb,Forestry,0.1,0,2023-05-05,Secondary_wood_products_Forestry
British Indian Ocean Territory (the),Bioenergy,15247.0,kWh,Energy,0.1,2,2023-05-03,Bioenergy_Energy
Brunei Darussalam,Other bioproducts (from forestry biomass),680.0,kg,Forestry,0.05,8,2023-05-27,Other_bioproducts_(from_forestry_biomass)_Forestry
Brunei Darussalam,Primary manufacturing,476404.8193830239,kWh,Minerals and mining,0.16,2,2023-05-08,Primary_manufacturing_Minerals_and_mining
Brunei Darussalam,Non-metallic minerals,206204.0,metric_ton,Minerals and mining,0.06,9,2023-05-25,Non_metallic_minerals_Minerals_and_mining
Brunei Darussalam,Miscellaneous metal products,159340.0,kg,Minerals and mining,0.08,0,2023-05-13,Miscellaneous_metal_products_Minerals_and_mining
Brunei Darussalam,Bioenergy,12651.0,kWh,Energy,0.21,1,2023-05-23,Bioenergy_Energy
Brunei Darussalam,Natural gas,621980.401614123,cubic_feet,Energy,0.19,1,2023-05-17,Natural_gas_Energy
Brunei Darussalam,Primary sawmill and wood products,399333.01802799996,ft,Forestry,0.06,3,2023-05-13,Primary_sawmill_and_wood_products_Forestry
Brunei Darussalam,Coal,11715.061211666925,short_ton,Minerals and mining,0.19,8,2023-05-21,Coal_Minerals_and_mining
Bulgaria,Secondary paper products,276411.0,metric_ton,Forestry,0.07,6,2023-05-29,Secondary_paper_products_Forestry
Bulgaria,Services and custom work,3210.96,hr,Forestry,0.1,3,2023-05-13,Services_and_custom_work_Forestry
Bulgaria,Petrochemicals,205803.09699081472,gallon,Energy,0.09,0,2023-05-12,Petrochemicals_Energy
Bulgaria,Services,244236.96000000002,hr,Minerals and mining,0.02,1,2023-05-25,Services_Minerals_and_mining
Bulgaria,Metallic minerals,741541.395116054,metric_ton,Minerals and mining,0.07,3,2023-05-03,Metallic_minerals_Minerals_and_mining
Bulgaria,Extraction,153716.87461021153,metric_ton,Forestry,0.08,2,2023-05-10,Extraction_Forestry
Bulgaria,Secondary wood products,128029.10443746804,lb,Forestry,0.05,6,2023-05-17,Secondary_wood_products_Forestry
Bulgaria,Primary manufacturing,1427924.4586357626,kWh,Forestry,0.05,2,2023-05-02,Primary_manufacturing_Forestry
Bulgaria,Other refined petroleum and coal products,19258.948816640735,gallon,Energy,0.08,0,2023-05-16,Other_refined_petroleum_and_coal_products_Energy
Bulgaria,Biofuels,7994.0,L,Energy,0.01,3,2023-05-03,Biofuels_Energy
Bulgaria,Miscellaneous metal products,345380.0,kg,Minerals and mining,0.05,13,2023-05-28,Miscellaneous_metal_products_Minerals_and_mining
Bulgaria,Primary sawmill and wood products,865728.6537084,ft,Forestry,0.03,3,2023-05-13,Primary_sawmill_and_wood_products_Forestry
Bulgaria,Primary metallic minerals products,359760.0,metric_ton,Minerals and mining,0.08,4,2023-05-04,Primary_metallic_minerals_products_Minerals_and_mining
Bulgaria,Primary non-metallic minerals products,225032.8164371163,metric_ton,Minerals and mining,0.05,1,2023-05-18,Primary_non_metallic_minerals_products_Minerals_and_mining
Bulgaria,Natural gas,303487.61507974064,cubic_feet,Energy,0.09,3,2023-05-06,Natural_gas_Energy
Bulgaria,Primary manufacturing,1256427.5236531962,kWh,Minerals and mining,0.08,1,2023-05-25,Primary_manufacturing_Minerals_and_mining
Burkina Faso,Extraction,12798.94,metric_ton,Forestry,0.03,3,2023-05-20,Extraction_Forestry
Burkina Faso,Primary manufacturing,2699928.0,kWh,Energy,0.08,1,2023-05-17,Primary_manufacturing_Energy
Burkina Faso,Extraction,1038450.8032480001,ton,Minerals and mining,0.08,4,2023-05-12,Extraction_Minerals_and_mining
Burkina Faso,Primary metallic minerals products,45181.54,metric_ton,Minerals and mining,0.13,7,2023-05-17,Primary_metallic_minerals_products_Minerals_and_mining
Burkina Faso,Non-metallic minerals,4553.650000000001,metric_ton,Minerals and mining,0.08,4,2023-05-09,Non_metallic_minerals_Minerals_and_mining
Burkina Faso,Bioenergy and biofuel (from forestry biomass),5630.002652288656,gallon,Forestry,0.26,11,2023-05-17,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Burkina Faso,Services,181098.255,hr,Forestry,0.24,7,2023-05-20,Services_Forestry
Burkina Faso,Services,96163.02,hr,Energy,0.09,3,2023-05-05,Services_Energy
Burkina Faso,Extraction,2618570.0,kWh,Energy,0.01,10,2023-05-18,Extraction_Energy
Burundi,Primary pulp and paper products,67876.0,metric_ton,Forestry,0.02,7,2023-05-24,Primary_pulp_and_paper_products_Forestry
Burundi,Primary sawmill and wood products,948347.01,ft,Forestry,0.2,4,2023-05-20,Primary_sawmill_and_wood_products_Forestry
Burundi,Primary manufacturing,1293229.0,kWh,Forestry,0.26,7,2023-05-25,Primary_manufacturing_Forestry
Burundi,Services,2123856.0,hr,Energy,0.1699999999999999,2,2023-05-10,Services_Energy
Burundi,Biofuels,26232.9720752,L,Energy,0.07,3,2023-05-23,Biofuels_Energy
Burundi,Services,332510.64,hr,Minerals and mining,0.28,0,2023-05-12,Services_Minerals_and_mining
Cabo Verde,Services,1226346.96,hr,Energy,0.11,5,2023-05-25,Services_Energy
Cabo Verde,Primary pulp and paper products,416505.0,metric_ton,Forestry,0.06,4,2023-05-17,Primary_pulp_and_paper_products_Forestry
Cabo Verde,Secondary paper products,292459.0,metric_ton,Forestry,0.08,2,2023-05-02,Secondary_paper_products_Forestry
Cabo Verde,Coal,17079.300690050488,short_ton,Minerals and mining,0.06,0,2023-05-05,Coal_Minerals_and_mining
Cabo Verde,Primary manufacturing,1210489.5410715048,kWh,Minerals and mining,0.05,0,2023-05-04,Primary_manufacturing_Minerals_and_mining
Cabo Verde,Other bioproducts (from forestry biomass),335.998274,kg,Forestry,0.08,10,2023-05-18,Other_bioproducts_(from_forestry_biomass)_Forestry
Cabo Verde,Metallic minerals,448986.0,metric_ton,Minerals and mining,0.01,12,2023-05-17,Metallic_minerals_Minerals_and_mining
Cabo Verde,Petrochemicals,88408.95328960403,gallon,Energy,0.08,13,2023-05-27,Petrochemicals_Energy
Cabo Verde,Miscellaneous metal products,305670.0,kg,Minerals and mining,0.01,1,2023-05-04,Miscellaneous_metal_products_Minerals_and_mining
Cabo Verde,Secondary wood products,186829.1523880492,lb,Forestry,0.13,0,2023-05-20,Secondary_wood_products_Forestry
Cabo Verde,Primary non-metallic minerals products,492763.0,metric_ton,Minerals and mining,0.1,2,2023-05-18,Primary_non_metallic_minerals_products_Minerals_and_mining
Cabo Verde,Electricity,3212901.0,kWh,Energy,0.11,1,2023-05-09,Electricity_Energy
Cabo Verde,Bioenergy and biofuel (from forestry biomass),8216.063253386026,gallon,Forestry,0.12,4,2023-05-13,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Cambodia,Primary manufacturing,1699137.0,kWh,Energy,0.06,2,2023-05-12,Primary_manufacturing_Energy
Cambodia,Primary pulp and paper products,241904.0,metric_ton,Forestry,0.16,4,2023-05-08,Primary_pulp_and_paper_products_Forestry
Cambodia,Services,188936.52,hr,Minerals and mining,0.11,11,2023-05-17,Services_Minerals_and_mining
Cambodia,Primary sawmill and wood products,768741.6925032,ft,Forestry,0.09,0,2023-05-13,Primary_sawmill_and_wood_products_Forestry
Cambodia,Bioenergy and biofuel (from forestry biomass),5896.996884353345,gallon,Forestry,0.12,1,2023-05-02,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Cambodia,Petrochemicals,201312.09565146177,gallon,Energy,0.1,4,2023-05-16,Petrochemicals_Energy
Cambodia,Secondary metal products,228189.62076064004,ton,Minerals and mining,0.08,3,2023-05-06,Secondary_metal_products_Minerals_and_mining
Cambodia,Secondary paper products,245205.84,metric_ton,Forestry,0.06,2,2023-05-03,Secondary_paper_products_Forestry
Cambodia,Biofuels,3039.9870628000003,L,Energy,0.08,0,2023-05-17,Biofuels_Energy
Cambodia,Crude oil,3176584.8536960003,L,Energy,0.07,1,2023-05-06,Crude_oil_Energy
Cambodia,Services and custom work,5843.0,hr,Forestry,0.07,2,2023-05-04,Services_and_custom_work_Forestry
Cameroon,Services,1264147200.0,hr,Energy,0.74,9,2023-05-28,Services_Energy
Cameroon,Petrochemicals,39523.97911771776,gallon,Energy,0.26,3,2023-05-25,Petrochemicals_Energy
Canada,Secondary metal products,105764.13291290001,ton,Minerals and mining,0.19,6,2023-05-25,Secondary_metal_products_Minerals_and_mining
Canada,Services and custom work,126142.74,hr,Minerals and mining,0.09,2,2023-05-04,Services_and_custom_work_Minerals_and_mining
Canada,Other refined petroleum and coal products,77950.95881502927,gallon,Energy,0.14,0,2023-05-13,Other_refined_petroleum_and_coal_products_Energy
Canada,Metallic minerals,1025271.88,metric_ton,Minerals and mining,0.17,12,2023-05-28,Metallic_minerals_Minerals_and_mining
Canada,Primary pulp and paper products,153095.0,metric_ton,Forestry,0.01,1,2023-05-05,Primary_pulp_and_paper_products_Forestry
Canada,Primary sawmill and wood products,572694.0143892,ft,Forestry,0.06,2,2023-05-22,Primary_sawmill_and_wood_products_Forestry
Canada,Primary manufacturing,1298357.0,kWh,Minerals and mining,0.2,0,2023-05-25,Primary_manufacturing_Minerals_and_mining
Canada,Primary metallic minerals products,686768.61,metric_ton,Minerals and mining,0.14,5,2023-05-19,Primary_metallic_minerals_products_Minerals_and_mining
Cayman Islands (the),Primary manufacturing,437994.0,kWh,Minerals and mining,0.38,3,2023-05-06,Primary_manufacturing_Minerals_and_mining
Cayman Islands (the),Services,223533.0,hr,Forestry,0.19,9,2023-05-22,Services_Forestry
Cayman Islands (the),Primary non-metallic minerals products,311947.0,metric_ton,Minerals and mining,0.43,2,2023-05-18,Primary_non_metallic_minerals_products_Minerals_and_mining
